Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;10010;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;20020;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;30030;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;40040;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;50050;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;60060;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;70070;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;80080;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;90090;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;100100;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;110110;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;120120;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;130130;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;140140;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;150150;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;160160;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;170170;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;180180;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;190190;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;200200;0.15;2.46;1.517621611300982;0.2761043692751233;0
0;210210;0.15167956196262647;2.460279926993771;1.6877653176507441;0.2663012066134613;0
0;220220;0.15335912392525297;2.460559853987542;1.8579090240005063;0.2564980439517993;0
0;230230;0.15503868588787945;2.4608397809813134;2.0280527303502685;0.24669488129013736;0
0;240240;0.15671824785050592;2.4611197079750844;2.1981964367000306;0.23689171862847538;0
0;250250;0.15839780981313242;2.4613996349688554;2.368340143049793;0.2270885559668134;0
0;260260;0.1600773717757589;2.4616795619626264;2.538483849399555;0.21728539330515145;0
0;270270;0.16175693373838537;2.4619594889563974;2.708627555749317;0.20748223064348947;0
0;280280;0.16343649570101187;2.462239415950169;2.8787712620990793;0.19767906798182752;0
0;290290;0.16511605766363835;2.46251934294394;3.0489149684488415;0.18787590532016554;0
0;300300;0.16679561962626482;2.462799269937711;3.2190586747986036;0.17807274265850356;0
0;310310;0.16847518158889133;2.463079196931482;3.389202381148366;0.1682695799968416;0
0;320320;0.17029458219192373;2.4633824303653205;3.594019138032049;0.1590636737728912;0
0;330330;0.1734919305761976;2.4639153217626997;4.140498635009615;0.15574303774885062;0
0;340340;0.17668927896047146;2.4644482131600784;4.686978131987179;0.15242240172481006;0
0;350350;0.17988662734474536;2.4649811045574577;5.233457628964745;0.14910176570076944;0
0;360360;0.18308397572901922;2.4655139959548364;5.779937125942309;0.14578112967672885;0
0;370370;0.1862813241132931;2.4660468873522152;6.326416622919874;0.14246049365268829;0
0;380380;0.18947867249756697;2.4665797787495944;6.87289611989744;0.13913985762864767;0
0;390390;0.19267602088184085;2.467112670146973;7.419375616875005;0.1358192216046071;0
0;400400;0.19586136978185942;2.4675582006609362;7.927556962431484;0.13204789628858293;1
0;410410;0.19901478883053106;2.4677712695155765;8.333829404595189;0.12707731592204943;1
0;420420;0.2021682078792027;2.4679843383702162;8.740101846758895;0.12210673555551592;1
0;430430;0.20532162692787434;2.4681974072248565;9.146374288922601;0.1171361551889824;1
0;440440;0.20847504597654595;2.4684104760794963;9.552646731086305;0.1121655748224489;1
0;450450;0.2116284650252176;2.4686235449341365;9.958919173250012;0.1071949944559154;1
0;460460;0.21478188407388923;2.4688366137887763;10.365191615413718;0.10222441408938188;1
0;470470;0.21793530312256087;2.4690496826434165;10.771464057577422;0.09725383372284838;1
0;480480;0.22108872217123252;2.4692627514980563;11.177736499741128;0.09228325335631488;1
0;490490;0.22424214121990416;2.4694758203526965;11.584008941904834;0.08731267298978136;1
0;500500;0.2273955602685758;2.4696888892073363;11.99028138406854;0.08234209262324783;1
0;510510;0.2305489793172474;2.4699019580619765;12.396553826232246;0.07737151225671433;1
0;520520;0.23851914875744404;2.4702539928087317;12.78190279936344;0.07190585888334958;1
0;530530;0.25059482286780405;2.470724473618226;13.149417881832553;0.06601823543132063;1
0;540540;0.2626704969781641;2.471194954427721;13.516932964301668;0.060130611979291676;1
0;550550;0.2747461710885241;2.4716654352372154;13.884448046770784;0.05424298852726269;1
0;560560;0.28682184519888415;2.47213591604671;14.251963129239899;0.04835536507523374;1
0;570570;0.29889751930924413;2.472606396856204;14.619478211709012;0.04246774162320479;1
0;580580;0.31097319341960417;2.473076877665699;14.986993294178125;0.03658011817117584;1
0;590590;0.32304886752996415;2.4735473584751935;15.35450837664724;0.030692494719146892;1
0;600600;0.33512454164032424;2.474017839284688;15.722023459116356;0.024804871267117903;1
0;610610;0.34720021575068427;2.4744883200941827;16.08953854158547;0.018917247815088956;1
0;620620;0.35927588986104425;2.474958800903677;16.457053624054584;0.013029624363060007;1
0;630630;0.37135156397140423;2.4754292817131716;16.8245687065237;0.007142000911031059;1
0;640640;0.38342723808176427;2.475899762522666;17.19208378899281;0.00125437745900211;1
