Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg);Lane change
0;0;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;10010;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;20020;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;30030;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;40040;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;50050;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;60060;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;70070;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;80080;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;90090;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;100100;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;110110;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;120120;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;130130;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;140140;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;150150;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;160160;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;170170;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;180180;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;190190;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;200200;0.275;2.58;10.565920331676462;-0.3797265901506291;0
0;210210;0.2886935451207343;2.581454181782733;11.06455586652692;-0.37469474889189236;0
0;220220;0.3023870902414686;2.582908363565466;11.563191401377376;-0.3696629076331556;0
0;230230;0.31608063536220293;2.5843625453481986;12.061826936227833;-0.36463106637441883;0
0;240240;0.3297741804829372;2.5858167271309314;12.56046247107829;-0.3595992251156821;0
0;250250;0.3434677256036715;2.5872709089136645;13.059098005928748;-0.35456738385694536;0
0;260260;0.3571612707244058;2.5887250906963972;13.557733540779203;-0.3495355425982086;0
0;270270;0.37085481584514013;2.59017927247913;14.05636907562966;-0.34450370133947184;0
0;280280;0.3845483609658744;2.5916334542618626;14.555004610480118;-0.3394718600807351;0
0;290290;0.3982419060866087;2.593087636044596;15.053640145330576;-0.33444001882199836;0
0;300300;0.41193545120734304;2.5945418178273285;15.552275680181033;-0.3294081775632616;0
0;310310;0.4256289963280773;2.5959959996100612;16.05091121503149;-0.32437633630452484;0
0;320320;0.4393225414488116;2.5974501813927944;16.549546749881944;-0.3193444950457881;0
0;330330;0.4530160865695459;2.598904363175527;17.048182284732402;-0.31431265378705137;0
0;340340;0.4669785683969766;2.6002231776569578;17.543256949724146;-0.312514329627757;0
0;350350;0.48176286336811786;2.601128338573558;18.027450356858296;-0.3205969432005303;0
0;360360;0.4965471583392591;2.6020334994901586;18.51164376399245;-0.3286795567733035;0
0;370370;0.5113314533104003;2.602938660406759;18.9958371711266;-0.3367621703460768;0
0;380380;0.5261157482815416;2.60384382132336;19.480030578260752;-0.34484478391885004;0
0;390390;0.5409000432526828;2.6047489822399603;19.964223985394902;-0.35292739749162333;0
0;400400;0.5556843382238241;2.6056541431565607;20.448417392529056;-0.36101001106439656;1
0;410410;0.5704686331949653;2.606559304073161;20.932610799663205;-0.36909262463716985;1
0;420420;0.5852529281661065;2.6074644649897616;21.41680420679736;-0.3771752382099431;1
0;430430;0.6000372231372478;2.608369625906362;21.90099761393151;-0.3852578517827164;1
0;440440;0.614821518108389;2.6092747868229624;22.385191021065662;-0.3933404653554896;1
0;450450;0.6296058130795303;2.610179947739563;22.86938442819981;-0.40142307892826284;1
0;460460;0.6443901080506715;2.6110851086561633;23.353577835333965;-0.40950569250103613;1
0;470470;0.6591744030218128;2.6119902695727637;23.837771242468115;-0.41758830607380937;1
0;480480;0.6736087811602073;2.6127430549533237;24.32409790293031;-0.43041044948867874;1
0;490490;0.6875920983373197;2.6132994203582487;24.81317443766763;-0.44934209289478955;1
0;500500;0.7015754155144321;2.6138557857631737;25.302250972404952;-0.46827373630090036;1
0;510510;0.7155587326915446;2.6144121511680987;25.79132750714227;-0.4872053797070111;1
0;520520;0.729542049868657;2.614968516573023;26.280404041879592;-0.5061370231131219;1
0;530530;0.7435253670457693;2.615524881977948;26.76948057661691;-0.5250686665192327;1
0;540540;0.7575086842228818;2.616081247382873;27.258557111354232;-0.5440003099253434;1
0;550550;0.7714920013999942;2.616637612787798;27.747633646091554;-0.5629319533314543;1
0;560560;0.7854753185771066;2.617193978192723;28.236710180828876;-0.581863596737565;1
0;570570;0.7994586357542189;2.617750343597648;28.725786715566194;-0.6007952401436758;1
0;580580;0.8134419529313314;2.618306709002573;29.214863250303516;-0.6197268835497866;1
0;590590;0.8274252701084438;2.6188630744074977;29.703939785040834;-0.6386585269558973;1
0;600600;0.8414085872855562;2.6194194398124226;30.19301631977816;-0.6575901703620082;1
0;610610;0.8553919044626687;2.6199758052173476;30.682092854515478;-0.6765218137681189;1
0;620620;0.888418717488599;2.621839359857509;31.11258564874435;-0.7180293192478178;1
0;630630;0.9223113303608971;2.6237623449850154;31.54041497225679;-0.7605632212499881;1
0;640640;0.956203943233195;2.625685330112522;31.968244295769228;-0.8030971232521585;1
0;650650;0.990096556105493;2.6276083152400282;32.396073619281665;-0.8456310252543289;1
0;660660;1.0239891689777911;2.6295313003675345;32.823902942794106;-0.8881649272564995;1
0;670670;1.0578817818500892;2.6314542854950407;33.25173226630655;-0.93069882925867;1
0;680680;1.0917743947223872;2.633377270622547;33.67956158981898;-0.9732327312608404;1
0;690690;1.1256670075946853;2.635300255750053;34.10739091333142;-1.0157666332630109;1
0;700700;1.1521224582068748;2.6364153664178493;34.29428177015907;-1.081035294783118;1
0;710710;1.174323545166816;2.6370683395637298;34.343345883500085;-1.1593091767291035;1
0;720720;1.1965246321267569;2.6377213127096106;34.39240999684111;-1.237583058675088;1
0;730730;1.2187257190866978;2.638374285855491;34.441474110182135;-1.3158569406210727;1
0;740740;1.2409268060466385;2.6390272590013715;34.49053822352316;-1.3941308225670574;1
